[11/05/2019 16:11:17]: ===================================SEPARATOR================================================
[11/05/2019 16:11:17]: New instance, passed parameters 
[11/05/2019 16:11:17]: 1187843668,0.658602349766811
[11/05/2019 16:11:17]: 1049442969,0.548622151160902
[11/05/2019 16:11:17]: 1339852213,0.680499324891949
[11/05/2019 16:11:17]: 2037748800,0.777654675197627
[11/05/2019 16:11:17]: 362791549,0.764227766899498
[11/05/2019 16:11:17]: 1697648360,0.606082920732947
[11/05/2019 16:11:17]: 1667788131,0.632494920227907
[11/05/2019 16:11:17]: 1466803833,0.924770708626495
[11/05/2019 16:11:17]: 1093923485,0.253530396266622
[11/05/2019 16:11:17]: 864338474,0.57082515096796
[11/05/2019 16:11:17]: 1073979996,0.893434298640785
[11/05/2019 16:11:17]: 1720974892,0.457833046306778
[11/05/2019 16:11:17]: 516684581,0.464234234981348
[11/05/2019 16:11:17]: 104903839,0.738414426212392
[11/05/2019 16:11:17]: 501409309,0.18722742571832
[11/05/2019 16:11:17]: 9823971,0.0540956617584897
[11/05/2019 16:11:17]: 1967192240,0.255990277629341
[11/05/2019 16:11:17]: 2040920810,0.664449244115711
[11/05/2019 16:11:17]: 1824277810,0.346738574722194
[11/05/2019 16:11:17]: 268885331,0.704139948684787
[11/05/2019 16:11:17]: 1339120174,0.63918792486153
[11/05/2019 16:11:17]: 1864424797,0.303660700704744
[11/05/2019 16:11:17]: 47225960,0.481661058720975
[11/05/2019 16:11:17]: 158272220,0.124812702240801
[11/05/2019 16:11:17]: 1370232332,0.598799286223389
[11/05/2019 16:11:17]: 676087562,0.339772860677807
[11/05/2019 16:11:17]: 1357391679,0.256053512569542
[11/05/2019 16:11:17]: 2138119195,0.659698513178014
[11/05/2019 16:11:17]: 1840846531,0.0308519178213793
[11/05/2019 16:11:17]: 661472517,0.159683071616889
[11/05/2019 16:11:17]: 1356457333,0.210486303647275
[11/05/2019 16:11:17]: 1168591389,0.981710554092056
[11/05/2019 16:11:17]: 1631342661,0.736433459323101
[11/05/2019 16:11:17]: 1481844568,0.520634090770331
[11/05/2019 16:11:17]: 1464835335,0.0185845173050577
[11/05/2019 16:11:17]: 161652164,0.162659243756281
[11/05/2019 16:11:17]: 275567049,0.698349017975083
[11/05/2019 16:11:17]: 2034201150,0.860922982851473
[11/05/2019 16:11:17]: 54210749,0.49773068330145
[11/05/2019 16:11:17]: 935963020,0.758938948511583
[11/05/2019 16:11:17]: 838663208,0.92403695449421
[11/05/2019 16:11:17]: 215500573,0.634687618182361
[11/05/2019 16:11:17]: 1873463920,0.664801782306657
[11/05/2019 16:11:17]: 906261517,0.65999175871722
[11/05/2019 16:11:17]: 559099387,0.290679298942294
[11/05/2019 16:11:17]: 1733531002,0.818643635985741
[11/05/2019 16:11:17]: 83142902,0.965526417813043
[11/05/2019 16:11:17]: 155671692,0.413090120727704
[11/05/2019 16:11:17]: 204054227,0.886479897371717
[11/05/2019 16:11:17]: 1168247375,0.285557842015083
[11/05/2019 16:11:17]: 1699998326,0.553067154974242
[11/05/2019 16:11:17]: 950681549,0.61947963462187
[11/05/2019 16:11:17]: 1124259511,0.152168560843993
[11/05/2019 16:11:17]: 454089613,0.933735738943208
[11/05/2019 16:11:17]: 663153228,0.134716354373245
[11/05/2019 16:11:17]: 1362481020,0.359480282459166
[11/05/2019 16:11:17]: 1277774616,0.549083195416761
[11/05/2019 16:11:17]: 1651737224,0.707612713662727
[11/05/2019 16:11:17]: 236515322,0.909480152609516
[11/05/2019 16:11:17]: 234743441,0.0948513416083769
[11/05/2019 16:11:17]: 675217294,0.0300458907289644
[11/05/2019 16:11:17]: 558953809,0.391437809165305
[11/05/2019 16:11:17]: 453862592,0.256631518833633
[11/05/2019 16:11:17]: 266165164,0.162794489023646
[11/05/2019 16:11:17]: 1344021404,0.534158605865277
[11/05/2019 16:11:17]: 1644763800,0.138763949805295
[11/05/2019 16:11:17]: 2048104775,0.150283902953511
[11/05/2019 16:11:17]: 2077294302,0.837465834262532
[11/05/2019 16:11:17]: 1033672700,0.480870639663595
[11/05/2019 16:11:17]: 238721770,0.720231060274053
[11/05/2019 16:11:17]: 973561343,0.488275165896991
[11/05/2019 16:11:17]: 754168281,0.125634586031379
[11/05/2019 16:11:17]: 1409231668,0.447757995895929
[11/05/2019 16:11:17]: 480249205,0.489633235377089
[11/05/2019 16:11:17]: 421714969,0.364877566865123
[11/05/2019 16:11:17]: 650588957,0.185540001460137
[11/05/2019 16:11:17]: 1668957642,0.449156235181334
[11/05/2019 16:11:17]: 2085497149,0.761577518545826
[11/05/2019 16:11:17]: 628748862,0.0512577849678964
[11/05/2019 16:11:17]: 876459793,0.266892612570381
[11/05/2019 16:11:17]: 60614332,0.0486574648174725
[11/05/2019 16:11:17]: 661160826,0.774646180111285
[11/05/2019 16:11:17]: 792021015,0.495690716195708
[11/05/2019 16:11:17]: 871356900,0.444726269899274
[11/05/2019 16:11:17]: 1249336528,0.931684248117583
[11/05/2019 16:11:17]: 485914031,0.629265389698215
[11/05/2019 16:11:17]: 1714371985,0.389079872699957
[11/05/2019 16:11:17]: 1377614009,0.826147388585912
[11/05/2019 16:11:17]: 1457838425,0.134648564334329
[11/05/2019 16:11:17]: 1578858273,0.763588243054034
[11/05/2019 16:11:17]: 70862785,0.634309577585342
[11/05/2019 16:11:17]: 2075367181,0.260981170582111
[11/05/2019 16:11:17]: 496507914,0.580362827321683
[11/05/2019 16:11:17]: 776519318,0.504566871330406
[11/05/2019 16:11:17]: 384718722,0.205738020690967
[11/05/2019 16:11:17]: 1169695322,0.430083575393112
[11/05/2019 16:11:17]: 156202042,0.844270874207966
[11/05/2019 16:11:17]: 1486070092,0.404692363648066
[11/05/2019 16:11:17]: 387402108,0.576540792629375
[11/05/2019 16:11:17]: 1625260851,0.160533916745583
[11/05/2019 16:11:17]: 90196074,0.778907193233682
[11/05/2019 16:11:17]: 1949626485,0.264692087315345
[11/05/2019 16:11:17]: 297654577,0.673688701667678
[11/05/2019 16:11:17]: 831555781,0.388089091697749
[11/05/2019 16:11:17]: 1734425308,0.144987898946268
[11/05/2019 16:11:17]: 177636842,0.158135440274205
[11/05/2019 16:11:17]: 678700629,0.644545152617872
[11/05/2019 16:11:17]: 502284736,0.39391617029622
[11/05/2019 16:11:17]: 176607576,0.046895830913864
[11/05/2019 16:11:17]: 1167032090,0.788450698269741
[11/05/2019 16:11:17]: 287968389,0.90119030461702
[11/05/2019 16:11:17]: 570323670,0.376029635489001
[11/05/2019 16:11:17]: 831081365,0.796187777908606
[11/05/2019 16:11:17]: 1195135092,0.954045791623204
[11/05/2019 16:11:17]: 1496956219,0.236809149494771
[11/05/2019 16:11:17]: 1386735899,0.102318125358931
[11/05/2019 16:11:17]: 811378386,0.574679259478431
[11/05/2019 16:11:17]: 1549597191,0.254090862466996
[11/05/2019 16:11:17]: 1560026607,0.701726066275372
[11/05/2019 16:11:17]: 262798219,0.557515812831705
[11/05/2019 16:11:17]: 414763900,0.973505893709839
[11/05/2019 16:11:17]: 1496607444,0.0341607164750624
[11/05/2019 16:11:17]: 264182193,0.386546389379793
[11/05/2019 16:11:17]: 244896816,0.428192091373816
[11/05/2019 16:11:17]: 1310773160,0.29808914209627
[11/05/2019 16:11:17]: 692462657,0.133502333487152
[11/05/2019 16:11:17]: 71079834,0.968370362170213
[11/05/2019 16:11:17]: 56775572,0.140810515331482
[11/05/2019 16:11:17]: 1102366790,0.53183594370812
[11/05/2019 16:11:17]: 1884824211,0.342418435654798
[11/05/2019 16:11:17]: 251600378,0.433177544005764
[11/05/2019 16:11:17]: 1483942406,0.570845572543724
[11/05/2019 16:11:17]: 1072106890,0.98040047519859
[11/05/2019 16:11:17]: 1675698533,0.741365349265451
[11/05/2019 16:11:17]: 1982036631,0.979803694402708
[11/05/2019 16:11:17]: 1433385574,0.380513244951383
[11/05/2019 16:11:17]: 1985393458,0.985925852780196
[11/05/2019 16:11:17]: 1278421081,0.16058983707828
[11/05/2019 16:11:17]: 438683998,0.231416938002881
[11/05/2019 16:11:17]: 543335300,0.000456029083792134
[11/05/2019 16:11:17]: 1464903417,0.128336054332711
[11/05/2019 16:11:17]: 738024576,0.398985418211196
[11/05/2019 16:11:17]: 1963564766,0.512246890697743
[11/05/2019 16:11:17]: 148646667,0.409457141724162
[11/05/2019 16:11:17]: 1177338740,0.58077690777405
[11/05/2019 16:11:17]: 1590772829,0.194608054680102
[11/05/2019 16:11:17]: 1769604688,0.779956521363909
[11/05/2019 16:11:17]: 945655713,0.759961947686952
[11/05/2019 16:11:17]: 606645581,0.126066576748186
[11/05/2019 16:11:17]: 1148736337,0.142618944934858
[11/05/2019 16:11:17]: 1301887164,0.372673617383779
[11/05/2019 16:11:17]: 1084982530,0.630572622935554
[11/05/2019 16:11:17]: 1354239631,0.941939807469929
[11/05/2019 16:11:17]: 448784267,0.0471732742372776
[11/05/2019 16:11:17]: 801138436,0.865848348879185
[11/05/2019 16:11:17]: 2011187928,0.281912600752857
[11/05/2019 16:11:17]: 598773692,0.877233639767968
[11/05/2019 16:11:17]: 1417918221,0.98882450162844
[11/05/2019 16:11:17]: 192217116,0.292029113179086
[11/05/2019 16:11:17]: 1409800413,0.98699178406363
[11/05/2019 16:11:17]: 1956747321,0.370850794655667
[11/05/2019 16:11:17]: 414731224,0.34218082173829
[11/05/2019 16:11:17]: 513339582,0.472864117227897
[11/05/2019 16:11:17]: 1195024930,0.144564352531249
[11/05/2019 16:11:17]: 1171603933,0.835349258890073
[11/05/2019 16:11:17]: 1885702115,0.0782115785769241
[11/05/2019 16:11:17]: 1495711400,0.110391270420696
[11/05/2019 16:11:17]: 846575798,0.309475193875597
[11/05/2019 16:11:17]: 1338100695,0.713096851349388
[11/05/2019 16:11:17]: 1650058677,0.972416289603532
[11/05/2019 16:11:17]: 651257554,0.0220457241041799
[11/05/2019 16:11:17]: 78164080,0.682392724641782
[11/05/2019 16:11:17]: 1383504631,0.458848722958401
[11/05/2019 16:11:17]: 1966627570,0.946802757655644
[11/05/2019 16:11:17]: 257025654,0.451530755242114
[11/05/2019 16:11:17]: 1439788739,0.99046224914047
[11/05/2019 16:11:17]: 1008409146,0.54793025765006
[11/05/2019 16:11:17]: 497008178,0.235387658344297
[11/05/2019 16:11:17]: 385579275,0.163053540123186
[11/05/2019 16:11:17]: 840804814,0.157752852960375
[11/05/2019 16:11:17]: 827775403,0.0644171070607459
[11/05/2019 16:11:17]: 1077183549,0.537709896703116
[11/05/2019 16:11:17]: 2121176702,0.858320781429448
[11/05/2019 16:11:17]: 1257174947,0.16843445793187
[11/05/2019 16:11:17]: 1037269098,0.350794430519824
[11/05/2019 16:11:17]: 785383752,0.376411218371434
[11/05/2019 16:11:17]: 1124552715,0.684073185866733
[11/05/2019 16:11:17]: 1468291162,0.889135752752952
[11/05/2019 16:11:17]: 718231937,0.510731551102703
[11/05/2019 16:11:17]: 1498806735,0.780193647733048
[11/05/2019 16:11:17]: 1196324036,0.609674089872126
[11/05/2019 16:11:17]: 53423929,0.0940398406675271
[11/05/2019 16:11:17]: 354110134,0.887636225618253
[11/05/2019 16:11:17]: 1307032587,0.148564638639132
[11/05/2019 16:11:17]: 1887538917,0.158829917739532
[11/05/2019 16:11:17]: 279013643,0.460048152348049
[11/05/2019 16:11:17]: 690559013,0.61061559506255
[11/05/2019 16:11:17]: 1260472677,0.238848324045003
[11/05/2019 16:11:17]: 1117642930,0.498688089427859
[11/05/2019 16:11:17]: 1491734162,0.785923766338231
[11/05/2019 16:11:17]: 1875678829,0.747347868395666
[11/05/2019 16:11:17]: 995974341,0.768892466448663
[11/05/2019 16:11:17]: 184271161,0.294042659594697
[11/05/2019 16:11:17]: 1002448768,0.785503915411189
[11/05/2019 16:11:17]: 1855863753,0.342301715324773
[11/05/2019 16:11:17]: 1934742857,0.668817790536591
[11/05/2019 16:11:17]: 998831723,0.611336604511056
[11/05/2019 16:11:17]: 1289931283,0.775788870070031
[11/05/2019 16:11:17]: 84910755,0.407562837660109
[11/05/2019 16:11:17]: 800613076,0.100113648502209
[11/05/2019 16:11:17]: 536197255,0.436853065824533
[11/05/2019 16:11:17]: 621654974,0.324186145944607
[11/05/2019 16:11:17]: 474311660,0.905674656809156
[11/05/2019 16:11:17]: 117777923,0.913045070093612
[11/05/2019 16:11:17]: 208563303,0.444878028912879
[11/05/2019 16:11:17]: 791761559,0.835764719096834
[11/05/2019 16:11:17]: 1752537139,0.912012507632381
[11/05/2019 16:11:17]: 1947257918,0.809733922504696
[11/05/2019 16:11:17]: 313290797,0.255984989114099
[11/05/2019 16:11:17]: 17677859,0.870852721329244
[11/05/2019 16:11:17]: 903735511,0.823130561887813
[11/05/2019 16:11:17]: 610660026,0.536652087018197
[11/05/2019 16:11:17]: 553825441,0.461108061699713
[11/05/2019 16:11:17]: 2136597808,0.710229994594227
[11/05/2019 16:11:17]: 21355722,0.811164459591342
[11/05/2019 16:11:17]: 428012115,0.112880208116435
[11/05/2019 16:11:17]: 270311441,0.594529202019111
[11/05/2019 16:11:17]: 1151561181,0.436577952670203
[11/05/2019 16:11:17]: 983262352,0.139600548026897
[11/05/2019 16:11:17]: 1176872338,0.180133289275753
[11/05/2019 16:11:17]: 513673880,0.553756513890697
[11/05/2019 16:11:17]: 1478293510,0.4193258757793
[11/05/2019 16:11:17]: 2090809424,0.0651701307227696
[11/05/2019 16:11:17]: 1831221776,0.553104758520194
[11/05/2019 16:11:17]: 1513061090,0.790937139555317
[11/05/2019 16:11:17]: 1352703115,0.783554662383885
[11/05/2019 16:11:17]: 857556670,0.50196179444993
[11/05/2019 16:11:17]: 1458740559,0.426555742242632
[11/05/2019 16:11:17]: 327474789,0.752828568570702
[11/05/2019 16:11:17]: 142359006,0.759760516583808
[11/05/2019 16:11:17]: 1955807354,0.344614624671924
[11/05/2019 16:11:17]: 1939393635,0.285955396614017
[11/05/2019 16:11:17]: 527356177,0.255812498859974
[11/05/2019 16:11:17]: 1524479626,0.221559498562272
[11/05/2019 16:11:17]: 806970765,0.47018467656811
[11/05/2019 16:11:17]: 755628005,0.00628684787372446
[11/05/2019 16:11:17]: 1520334887,0.828098605306865
[11/05/2019 16:11:17]: 1356468098,0.867078127743247
[11/05/2019 16:11:17]: 289365911,0.865034858167653
[11/05/2019 16:11:17]: 1209125804,0.192724937197159
[11/05/2019 16:11:17]: 1306483893,0.441826127675281
[11/05/2019 16:11:17]: 12146209,0.21900739344722
[11/05/2019 16:11:17]: 389259297,0.415754010163133
[11/05/2019 16:11:17]: 1532335378,0.623911779198755
[11/05/2019 16:11:17]: 1965484827,0.109681719965153
[11/05/2019 16:11:17]: 610069225,0.705038644236065
[11/05/2019 16:11:17]: 157430888,0.788263371581334
[11/05/2019 16:11:17]: 578509586,0.894583415656622
[11/05/2019 16:11:17]: 1397273070,0.402428662591813
[11/05/2019 16:11:17]: 373139284,0.717796509488391
[11/05/2019 16:11:17]: 762955811,0.631169591392935
[11/05/2019 16:11:17]: 380812659,0.234389298704634
[11/05/2019 16:11:17]: 942896568,0.623614626295685
[11/05/2019 16:11:17]: 162335937,0.571232337770626
[11/05/2019 16:11:17]: 1868970294,0.812200879125018
[11/05/2019 16:11:17]: 626655570,0.287457473709927
[11/05/2019 16:11:17]: 407561236,0.873566140827521
[11/05/2019 16:11:17]: 325089392,0.4689176429384
[11/05/2019 16:11:17]: 727908062,0.684093143643855
[11/05/2019 16:11:17]: 224825241,0.829815346202727
[11/05/2019 16:11:17]: 1164501427,0.0859793662493952
[11/05/2019 16:11:17]: 657794220,0.266093325459442
[11/05/2019 16:11:17]: 399644679,0.646828065461865
[11/05/2019 16:11:17]: 2003553662,0.919697729367622
[11/05/2019 16:11:17]: 1199818627,0.737071265344076
[11/05/2019 16:11:17]: 464763030,0.73231784009017
[11/05/2019 16:11:17]: 1484508928,0.845246569181442
[11/05/2019 16:11:17]: 1798401487,0.97720938035157
[11/05/2019 16:11:17]: 568001725,0.771266720616849
[11/05/2019 16:11:17]: 1674901875,0.557648359126248
[11/05/2019 16:11:17]: 730489001,0.142316927268317
[11/05/2019 16:11:17]: 1618353696,0.103049316025828
[11/05/2019 16:11:17]: 1756367777,0.996628147082696
[11/05/2019 16:11:17]: 1106497723,0.199743329174697
[11/05/2019 16:11:17]: 1367693308,0.800471875723671
[11/05/2019 16:11:17]: 1193195194,0.966562833155767
[11/05/2019 16:11:17]: 639383731,0.343941173210713
[11/05/2019 16:11:17]: 376954839,0.269299619025225
[11/05/2019 16:11:17]: 697632156,0.911236387636157
[11/05/2019 16:11:17]: 103702507,0.792242364395523
[11/05/2019 16:11:17]: 1483132197,0.155895832067307
[11/05/2019 16:11:17]: 26893477,0.133235848105157
[11/05/2019 16:11:17]: 1279425076,0.55949139947048
[11/05/2019 16:11:17]: 1280284943,0.344538920719427
[11/05/2019 16:11:17]: 77567515,0.174172164487733
[11/05/2019 16:11:17]: 438991245,0.567691884733593
[11/05/2019 16:11:17]: 1941660611,0.547044052065836
[11/05/2019 16:11:17]: 1051525885,0.399946306552713
[11/05/2019 16:11:17]: 713769234,0.203259987385599
[11/05/2019 16:11:17]: 962546935,0.189470908692792
[11/05/2019 16:11:17]: 282554970,0.73323404869681
[11/05/2019 16:11:17]: 607342526,0.758237210921122
[11/05/2019 16:11:17]: 389653295,0.249859317787857
[11/05/2019 16:11:17]: 933256855,0.347337165543501
[11/05/2019 16:11:17]: 1438198346,0.568146332897314
[11/05/2019 16:11:17]: 1400909008,0.353260026943525
[11/05/2019 16:11:17]: 1552580163,0.98769459919431
[11/05/2019 16:11:17]: 1861892182,0.184264616660897
[11/05/2019 16:11:17]: 278729797,0.620368817644365
[11/05/2019 16:11:17]: 1089355292,0.258381080934024
[11/05/2019 16:11:17]: 859957705,0.170714233615768
[11/05/2019 16:11:17]: 351378018,0.462709662254299
[11/05/2019 16:11:17]: 1280009018,0.987932925572588
[11/05/2019 16:11:17]: 134017267,0.750692199333893
[11/05/2019 16:11:17]: 1834565807,0.775586969114648
[11/05/2019 16:11:17]: 2012030941,0.121600300595909
[11/05/2019 16:11:17]: 994318306,0.858819334236355
[11/05/2019 16:11:17]: 1418772552,0.957403199727369
[11/05/2019 16:11:17]: 1874924871,0.25428604020471
[11/05/2019 16:11:17]: 2043952157,0.345919410393536
[11/05/2019 16:11:17]: 268241776,0.248841969412212
[11/05/2019 16:11:17]: 1449176999,0.467973856007668
[11/05/2019 16:11:17]: 1120606514,0.851161201415193
[11/05/2019 16:11:17]: 1814012523,0.916461580859712
[11/05/2019 16:11:17]: 1460359621,0.305390280813626
[11/05/2019 16:11:17]: 580148356,0.712005882855507
[11/05/2019 16:11:17]: 1494625854,0.189839764120914
[11/05/2019 16:11:17]: 1694411620,0.960860677510901
[11/05/2019 16:11:17]: 1223230111,0.820106240371292
[11/05/2019 16:11:17]: 348292993,0.193513529465307
[11/05/2019 16:11:17]: 402551532,0.683889389356547
[11/05/2019 16:11:17]: 1058818723,0.894126324399433
[11/05/2019 16:11:17]: 1355537665,0.530748791774152
[11/05/2019 16:11:17]: 1911785472,0.864157143451347
[11/05/2019 16:11:17]: 702285448,0.9096079109747
[11/05/2019 16:11:17]: 668264027,0.875507635937774
[11/05/2019 16:11:17]: 1435763381,0.161351177450899
[11/05/2019 16:11:17]: 286627370,0.15160704271477
[11/05/2019 16:11:17]: 1064912673,0.695649284262047
[11/05/2019 16:11:17]: 2020538566,0.74488944594976
[11/05/2019 16:11:17]: 307557279,0.145945072242033
[11/05/2019 16:11:17]: 151739601,0.548895994922563
[11/05/2019 16:11:17]: 1085411977,0.224919035669844
[11/05/2019 16:11:17]: 913992450,0.273175778460305
[11/05/2019 16:11:17]: 149888856,0.699806775757953
[11/05/2019 16:11:17]: 832777604,0.0529736890704249
[11/05/2019 16:11:17]: 197782120,0.758275863601955
[11/05/2019 16:11:17]: 340304745,0.441020421423493
[11/05/2019 16:11:17]: 1623048984,0.780699302805913
[11/05/2019 16:11:17]: 1796912185,0.991074280343519
[11/05/2019 16:11:17]: 2063552936,0.980558263594545
[11/05/2019 16:11:17]: 1265800810,0.770425030389067
[11/05/2019 16:11:17]: 2135040254,0.394644994472454
[11/05/2019 16:11:17]: 93257609,0.534638222090266
[11/05/2019 16:11:17]: 121050419,0.637414853851038
[11/05/2019 16:11:17]: 998519919,0.873961624165048
[11/05/2019 16:11:17]: 1888109821,0.417297117606409
[11/05/2019 16:11:17]: 108009861,0.0415075924440788
[11/05/2019 16:11:17]: 1316901679,0.944154894884748
[11/05/2019 16:11:17]: 834709683,0.406302378702118
[11/05/2019 16:11:17]: 225781901,0.617068705902001
[11/05/2019 16:11:17]: 1705874478,0.627220370167503
[11/05/2019 16:11:17]: 1120590510,0.258210998148756
[11/05/2019 16:11:17]: 1682356211,0.910303560975149
[11/05/2019 16:11:17]: 6194270,0.692450848730491
[11/05/2019 16:11:17]: 850008308,0.715189303604508
[11/05/2019 16:11:17]: 1844466924,0.949812309793109
[11/05/2019 16:11:17]: 1683568615,0.162659254932152
[11/05/2019 16:11:17]: 1195097493,0.300234227581059
[11/05/2019 16:11:17]: 1191188566,0.110789344231966
[11/05/2019 16:11:17]: 389752342,0.890972678964479
[11/05/2019 16:11:17]: 465590098,0.432382583819508
[11/05/2019 16:11:17]: 504303688,0.513830667135227
[11/05/2019 16:11:17]: 373133957,0.674802359042131
[11/05/2019 16:11:17]: 1520375156,0.116959153263345
[11/05/2019 16:11:17]: 1777666111,0.811636184720153
[11/05/2019 16:11:17]: 841829303,0.430450062933588
[11/05/2019 16:11:17]: 1902533909,0.343848011150885
[11/05/2019 16:11:17]: 399858358,0.962214064766753
[11/05/2019 16:11:17]: 533884644,0.73599459544569
[11/05/2019 16:11:17]: 1312621108,0.133122897303255
[11/05/2019 16:11:17]: 1141932569,0.363917645236439
[11/05/2019 16:11:17]: 518829667,0.749782767495971
[11/05/2019 16:11:17]: 32351372,0.929407340441554
[11/05/2019 16:11:17]: 1360053768,0.887636756006459
[11/05/2019 16:11:17]: 1041523030,0.312995903805362
[11/05/2019 16:11:17]: 836368631,0.277902641463048
[11/05/2019 16:11:17]: 482775372,0.214165211754928
[11/05/2019 16:11:17]: 859554857,0.361977121961292
[11/05/2019 16:11:17]: 842641800,0.00798495253919854
[11/05/2019 16:11:17]: 181369939,0.108605800247102
[11/05/2019 16:11:17]: 434486855,0.88592527848013
[11/05/2019 16:11:17]: 1856844410,0.584179778389716
[11/05/2019 16:11:17]: 694028031,0.428446779692754
[11/05/2019 16:11:17]: 137172494,0.440124717745988
[11/05/2019 16:11:17]: 2096933379,0.594296572541025
[11/05/2019 16:11:17]: 110863450,0.818695805882428
[11/05/2019 16:11:17]: 1072780844,0.0483696800881856
[11/05/2019 16:11:17]: 771416689,0.852889639256936
[11/05/2019 16:11:17]: 409704861,0.485051937161503
[11/05/2019 16:11:17]: 1071091583,0.244346698394207
[11/05/2019 16:11:17]: 89073263,0.820343096656885
[11/05/2019 16:11:17]: 1357128486,0.51479438623171
[11/05/2019 16:11:17]: 906606803,0.114104675647851
[11/05/2019 16:11:17]: 441609099,0.671771177869184
[11/05/2019 16:11:17]: 2026336771,0.824221435852452
[11/05/2019 16:11:17]: 1223697169,0.240624458175443
[11/05/2019 16:11:17]: 1399166419,0.502631034936118
[11/05/2019 16:11:17]: 1998876037,0.645828511866661
[11/05/2019 16:11:17]: 1072146429,0.657419112351453
[11/05/2019 16:11:17]: 916118201,0.586618001845953
[11/05/2019 16:11:17]: 1858714571,0.193199670963548
[11/05/2019 16:11:17]: 1956735686,0.890700382595277
[11/05/2019 16:11:17]: 561290135,0.570768687674202
[11/05/2019 16:11:17]: 1671494181,0.176440121222492
[11/05/2019 16:11:17]: 1835983248,0.54737178215169
[11/05/2019 16:11:17]: 367635089,0.907333728348526
[11/05/2019 16:11:17]: 1093539619,0.840110260918788
[11/05/2019 16:11:17]: 144155917,0.381980611654921
[11/05/2019 16:11:17]: 545381562,0.349866172461708
[11/05/2019 16:11:17]: 347909718,0.209077310845758
[11/05/2019 16:11:17]: 478473354,0.392104742299814
[11/05/2019 16:11:17]: 1066307510,0.152239261265956
[11/05/2019 16:11:17]: 52545002,0.811000358690974
[11/05/2019 16:11:17]: 358969436,0.996921474112627
[11/05/2019 16:11:17]: 252480707,0.713390376751027
[11/05/2019 16:11:17]: 759420124,0.533364580726886
[11/05/2019 16:11:17]: 125522902,0.912147883750567
[11/05/2019 16:11:17]: 813499615,0.848278299369048
[11/05/2019 16:11:17]: 1952421346,0.741261815531767
[11/05/2019 16:11:17]: 544222391,0.851403003489321
[11/05/2019 16:11:17]: 721027391,0.0292001404004172
[11/05/2019 16:11:17]: 1754118018,0.39621480759057
[11/05/2019 16:11:17]: 1402366966,0.662494670908197
[11/05/2019 16:11:17]: 1570681117,0.811427375213908
[11/05/2019 16:11:17]: 935236011,0.548818577336529
[11/05/2019 16:11:17]: 841524606,0.149390914081312
[11/05/2019 16:11:17]: 1063887075,0.217523470156604
[11/05/2019 16:11:17]: 781279212,0.473426677972743
[11/05/2019 16:11:17]: 1496069271,0.758936797622096
[11/05/2019 16:11:17]: 1860219504,0.450370728247972
[11/05/2019 16:11:17]: 866746987,0.781428658301676
[11/05/2019 16:11:17]: 126421568,0.141555946386212
[11/05/2019 16:11:17]: 416051827,0.637828848156067
[11/05/2019 16:11:17]: 1822961442,0.597071183192111
[11/05/2019 16:11:17]: 990623432,0.218849530545459
[11/05/2019 16:11:17]: 1015359418,0.51270126482132
[11/05/2019 16:11:17]: 207109493,0.310605083736873
[11/05/2019 16:11:17]: 1875446362,0.193606377669427
